,Equal Weight,Minimum Volatility,Maximum Sharpe,Risk Parity,Maximum Diversification,Benchmark SPY,60/40 Benchmark
2018-01-04,0.0021601199958433794,0.007174494956235415,0.006314109525797928,-0.00010390166355861712,0.007442817066855901,-0.003691730411667149,0.0005193327607975863
2018-01-05,0.0005948781900126488,0.0009183694341964941,0.0003843732158838233,0.0025172578266882068,0.001068782306313477,0.0001407830465676163,6.188463545253597e-05
2018-01-08,0.013624574371316821,0.005225760255094676,0.009640217424319163,0.015022061041254336,0.005483147428008412,0.01233986775013074,0.00657456585537104
2018-01-09,0.002612218843297609,-0.0008804825280358046,0.0047197705857219205,0.0003001470065639093,-0.00021170197459366284,0.005870025162018067,0.002756039957071277
2018-01-10,0.014148063492191455,0.0008348986184307772,-0.0018123159535308473,0.013669631890359288,0.0017173172999843563,0.03226869530694465,0.017820722179755676
2018-01-11,0.0018786410155376635,0.00032693218803191517,0.006273374871490456,0.002350347943745539,0.0010781368528772893,-0.009136196608208413,-0.004332750584011834
2018-01-12,-0.0024584934036549263,-0.0013873910796992576,-0.0019813502929720726,-0.002077886719600147,-0.0014337409133927492,-0.008198706457549054,-0.005461966446091227
2018-01-15,-0.002593532322724868,-0.0026472854684818146,-0.00350180219667982,-0.0001749070126188711,-0.002532586031959122,-0.0005417962562641598,-0.001565019191745698
2018-01-16,0.006363308959488868,0.0019715321479671396,-0.0028653250996027993,0.008861470990123316,0.002155159016693365,0.013519527236475648,0.00715613180852057
2018-01-17,0.006020984543870901,0.0019053517447592714,0.0014112892930857684,0.007581030182059885,0.002272853282042925,0.0004530696274389623,0.0013124049954297502
2018-01-18,-0.006295054093187126,-0.0018132831774816168,-0.0007123443752424842,-0.007815294924973896,-0.0024482247942602888,-0.006448746716463893,-0.003908692983037443
2018-01-19,0.002069021173600339,-0.0033892577781493662,-0.0045699789816842935,0.0014615907281208612,-0.0025117569208943477,0.004228906623013451,0.0008369451306325711
2018-01-22,-0.006004125014099338,-0.003681890998763309,-0.010449652800808198,-0.005829158653936038,-0.0038804359186239536,1.0781101591250675e-05,-0.0008072286194749091
2018-01-23,0.0012027009406930023,-0.002137567567700727,-0.002544112024039352,0.0017855412969902682,-0.0018515756824490188,-0.00164517836601219,-0.00196280165425351
2018-01-24,-0.00729135690653433,-0.003607594085250881,-0.003404699314658197,-0.008793280926827858,-0.003096525218984329,-0.013131281498607539,-0.006757012747400548
2018-01-25,-0.0053783995271075805,-0.0005372501214173452,0.0028620907276576714,-0.0057568454133789335,-0.0013421322865631662,-0.008916993936794237,-0.00320752926335468
2018-01-26,0.003323237967918269,0.003621087571187686,0.0031128672921751934,0.003986194053591583,0.0034940356307861173,0.005121869355344311,0.003594207923092663
2018-01-29,0.0010894350701673551,-0.004206629524687763,-0.0020110825571615326,0.0027052559716259656,-0.004670474903808236,0.008562518467907898,0.0030366790801099166
2018-01-30,0.00473408623391084,-0.0022077289597841033,-0.0009806496809723246,0.006794017787262442,-0.001465414229003441,0.007414845810851833,0.002470796149233756
2018-01-31,-0.003435044808725618,0.005124332674919212,0.005423789055478761,-0.0013597443441240942,0.00452461534382515,-0.01885042261012837,-0.009229987196813005
2018-02-01,0.00470050159048936,-0.003042179427412484,0.0014165894683001183,9.322038852609675e-06,-0.0010847912091641208,0.017196125747909186,0.009895233272447967
2018-02-02,-0.0001112182079301083,-0.000538808388465707,0.0034477391122581962,-0.001320757910797079,-0.0005480028374825843,0.0037784248474765914,0.0036106668603739234
2018-02-05,0.0029561681377900826,-0.00240107970859522,-0.002864043991372919,0.0037287743751503533,-0.002027954676968273,-0.0005385140035225611,-0.0030298278427504767
2018-02-06,-0.00527822318986958,0.0029055450305493853,0.0007535096076421321,-0.005033817580643862,0.001784682482619742,-0.006751788365501388,-0.0024299322897875395
2018-02-07,0.009148089853584696,0.003467432652244216,0.005677176803513909,0.009959011378878673,0.004219922539664698,0.010974352953454503,0.0063557935448605996
2018-02-08,0.009132304479785358,-0.001179218785123385,0.0016818364767404023,0.010288564149485313,-0.0004285469527253636,0.01330907440801643,0.006845591839313014
2018-02-09,0.0042954735704734855,0.0016351032040791316,0.0040189566232958105,0.0021199670018318983,0.002338941800470214,0.008669870026232429,0.006501544874586917
2018-02-12,0.00625528630151876,0.0025196255009457074,0.001111136711986899,0.007159443539910596,0.002692835484947787,0.011374898212966889,0.00715162421130322
2018-02-13,-0.007860419947653907,0.0024935854527827405,-0.00525375612894441,-0.007352632301504161,0.0012716034258440365,-0.009369350251631658,-0.005052628158024408
2018-02-14,-0.004309732698766778,0.0017406244008231107,0.0009405209601677152,-0.007032429725869174,0.001968653556719876,-0.008917180062563035,-0.002085620475329608
2018-02-15,0.00023305510863016465,-0.0012229860517744555,0.0015628530212129749,0.0006470153454552258,-0.0015465267171578714,0.007017175817178423,0.0046612666490480235
2018-02-16,-0.005827169917422893,-0.0012432598600116693,0.001074130685398797,-0.009264185018037038,-0.0006647318218684691,-0.005335367457520168,-0.00195700224642239
2018-02-19,-8.443120776195927e-05,-0.0029273227419533096,-0.003975393766467994,0.002452151819052074,-0.002856102744766546,0.0001597243010476035,-0.0020073735729183363
2018-02-20,-0.004301357771777881,-0.00494579263820042,-0.004790643917249026,-0.005536865420220395,-0.004547197767563692,-9.201188751273293e-05,-0.00043496954508288616
2018-02-21,0.0056271666375509516,-0.0023275496344983527,-0.0008475979941763871,0.0057040340530631,-0.0020509488833147047,0.01719722923539524,0.008173666032614779
2018-02-22,0.012131097773928356,0.005034302688202257,0.005699873472538148,0.010299084507715689,0.006498975341979546,0.02177077722620946,0.014169457279985352
2018-02-23,-0.005718131295041295,-0.0005673390676059788,0.001318614135441917,-0.0068702577077692515,-0.0014494981324405772,-0.010469765600591874,-0.005833425423734794
2018-02-26,-0.0028493501785985978,-0.003034711704677022,-0.0006695265281739395,-0.0033187794270184436,-0.00208266709622294,-0.006660146387467036,-0.0052764772672220465
2018-02-27,-0.005288016642911021,0.0010487973426533787,0.0006994623914161791,-0.006789359651830388,0.0005424852346666161,-0.005578361589232639,-0.0014012850726227376
2018-02-28,0.0022504412696212287,0.0013135170265434625,0.0032694234072429785,0.0009856535108269378,0.0016099340327378907,0.001145252356356652,0.0017380083459090923
2018-03-01,0.004519506345527246,0.006151556024163586,0.0026053965492237067,0.004666053529780598,0.005922635407977258,0.00036502157371098853,0.002489861247359348
2018-03-02,0.019960898409209116,0.006904958299287646,0.011748484813144985,0.019309316560904302,0.0081917840609472,0.022631396202250187,0.013597570250576929
2018-03-05,-0.009534750448386866,-0.004578916593101081,-0.004006860555130944,-0.011362856521922645,-0.005002190299371246,-0.017588552700598115,-0.009853985366024798
2018-03-06,0.0032876282570346808,0.002888053521603538,0.005399779092007041,0.004351031567962992,0.0032071958816988805,0.008344319054310434,0.006109830586710574
2018-03-07,0.0017001239459289883,0.0008723023300174302,-0.0029248205535253027,0.004451352526219519,0.00040632799135992053,-0.0039036604513223994,-0.002723462803945487
2018-03-08,-0.008625108511567992,-0.0012261403333964688,-0.002212908025363554,-0.007564860288203934,-0.0028240149229549153,-0.007191969225253558,-0.003220989731249002
2018-03-09,0.006740330709239551,0.0014136727718665845,0.0025860076814985204,0.005279332266609385,0.0019705088985465633,0.01191156861422571,0.005987565354941093
2018-03-12,-0.0070913371833006165,-0.0026524519347987455,-0.008522295018329629,-0.00675571553865406,-0.0027483478523761037,-0.006887046691633425,-0.003441492834850934
2018-03-13,-0.012918051041985979,-0.00513859885086849,-0.006760802484672922,-0.013391968078343254,-0.0053500066053129396,-0.026203781720856467,-0.0161871700741969
2018-03-14,-0.0023452158645896892,0.0017277455327383616,0.00354830504294009,-0.004832813829774647,0.0015144716685646523,-0.0028555644272806324,-0.0007358095961843114
2018-03-15,0.0013857518880368127,0.002531611889021761,0.0029586600962220855,0.0009869470170800652,0.0029934860983202283,0.005965686138978077,0.004178534127464361
2018-03-16,-0.008872365697398256,-0.0023193127628445536,-0.0037579144115467596,-0.008995057695768532,-0.0026505112759544025,-0.007415527469692984,-0.0035883928222373296
2018-03-19,0.0023492199807959913,-0.0015269148854119832,-0.002962296695602436,0.003333223335990902,-0.0015124226986289436,0.007727591741189643,0.0028439759662393094
2018-03-20,0.0038160879496474515,-0.0029390277094728337,-0.0024686993988757284,0.003789761362967806,-0.0024040878201877897,0.0036714156932411424,3.7942680000968305e-05
2018-03-21,-0.0068219740031242315,-0.001421328321866492,-0.0033172083486375393,-0.009116433907373806,-0.0016628769675917482,-0.010893932102983728,-0.006230863695209221
2018-03-22,-0.0005056873950019412,-0.0029071303887819866,-0.010807258979687593,0.002689491103485414,-0.0034772219710334793,-0.0033235500454033007,-0.003803701407941129
2018-03-23,0.0048598372649602435,4.1620105847645344e-05,-0.0024073614760480137,0.00817157341807788,-0.0006396226090741076,0.012199928436770646,0.006650002443421421
2018-03-26,0.001057307199730184,-0.0015650086947486107,-0.0014966496084371777,0.0003979097456350822,-0.0015398713434011347,0.011248795714061233,0.005520366334263072
2018-03-27,-0.006916552177724689,-0.005667719956841384,-0.00517366234819281,-0.007133281878419095,-0.00545224123497078,-0.0139285852176263,-0.009478551745393294
2018-03-28,-0.0002741270673646825,-0.0012638260879550927,-0.006508110449659117,0.0003350909960014843,-0.0019745256502602436,0.005209694709561896,0.0018676380235540522
2018-03-29,0.0022584458817430098,-0.0002811138550252462,0.0011579141006296777,0.0025182077035916894,9.20908777907112e-05,0.010635945981227302,0.005386999450996566
2018-03-30,0.004277704043451647,0.002090778682190711,0.0069641928875267736,0.002373928090787412,0.0029112923224517057,-0.005392736420502087,-0.0015998974650361705
2018-04-02,-0.010581212592723533,-0.0034405468119494682,-0.006561199062050807,-0.010493278407317803,-0.004150560825934363,-0.0157317939125573,-0.008326613507613323
2018-04-03,-0.003516373375702353,-0.0027614386594980995,-0.003702782430520921,-0.003742877666601321,-0.0022844956002067763,-0.005169201433926629,-0.004410836857162615
2018-04-04,-0.008048515703636749,-0.0017867435947707734,3.742540017285124e-05,-0.010405716186931367,-0.0019239485124146784,-0.013759186428205505,-0.0065263409149984184
2018-04-05,0.00048043059510776163,0.000867057335331003,0.004525464712249943,-0.002123724866691457,0.0012582353738158818,0.0008014532440421274,0.0025098598597208532
2018-04-06,-0.009522757920616777,-0.0006264365991065214,-0.004879851024129006,-0.00788876989771109,-0.001744349127663813,-0.018116326800417082,-0.012276363236843646
2018-04-09,-0.0014929972072528553,-0.0030688480731862486,-0.002949337052218229,-0.0028642007637000883,-0.0033111109297272187,0.011661016051279338,0.005739110475518361
2018-04-10,-0.0006054539840708694,-0.003764621824472166,-0.001273837549824518,-0.0017168039189087872,-0.003498874525461832,0.010722600042327501,0.004906294693743884
2018-04-11,-0.0002244187103919936,0.0031726802725880305,0.0004357042051560402,-0.001260116106126226,0.0028372697320930285,0.0016632649426708834,0.0021317479973813835
2018-04-12,-0.00016380751753974915,-0.0013893890493526118,0.0009448057506916527,0.0004152818521995027,-0.0010944067251919965,-0.0005312316816661333,-0.0007492061465084632
2018-04-13,0.01749638376165973,0.0019066516358702099,0.006828966513851215,0.016194272199363143,0.0038172964113870654,0.027261387391797065,0.015446776120537154
2018-04-16,0.010304810008536214,0.0006658840309460917,0.004492598381499265,0.007873196146088873,0.0014113517561450772,0.01930364967333964,0.010406182460702462
2018-04-17,-0.0036860317563616523,-0.0007770896984736826,-0.0017513345783595796,-0.004267704734127447,-0.000451509146582254,-0.006394033059519022,-0.004351554327302742
2018-04-18,-0.0022865853238610233,0.00036087297316961687,0.002951269495156226,-0.003627131410763425,0.0005341939621214488,-0.007138800921857702,-0.0031017685454408864
2018-04-19,0.01386501941549171,0.0016550338613590355,0.004995798598310266,0.013686530064664996,0.0025106201241497667,0.023353049047143637,0.013501923305553642
2018-04-20,0.006948433830524414,-0.0003513384205065572,-6.631462166034918e-05,0.007697880879661434,0.0006921374917254084,0.010001081087696484,0.0038566700434605745
2018-04-23,-0.004954931681753794,-0.002949695034569572,-0.003329179300999445,-0.005689558790235883,-0.0033066239420707928,-0.00676057760274662,-0.004417630635171221
2018-04-24,0.016162698324010565,0.00618728588865956,0.007462160790050517,0.01670928213934929,0.007093367046305623,0.020115798516680883,0.0122706331535678
2018-04-25,0.001976054793367754,-0.0029100241745223837,0.0024983657925491103,0.002688359584178343,-0.0023256539481199675,0.0015826332905117813,-0.0008093741358782493
2018-04-26,-0.00195996178130401,-0.004158528699657353,-0.0067988043487672,-0.0033408240045448494,-0.003530213372637684,-0.0005701611675467122,-0.0019139051194618562
2018-04-27,0.006056779278818659,0.004371923559501716,0.0067194861038225966,0.007260525764417722,0.004676106223308483,0.008664822790783733,0.005361658534764802
2018-04-30,0.00684992345167239,0.0015447061000017732,0.006745541975909981,0.0037501603292212564,0.002895504971200625,0.005761472852378047,0.0045041094120691575
2018-05-01,0.008499652728298591,0.0012891322414118468,0.007587606772126327,0.005777625634857884,0.002248417817807848,0.018871461294317937,0.010080427197382624
2018-05-02,-0.011274693925063783,-0.001967752545564279,-0.005458549709836686,-0.00828816944879251,-0.0036375815718283078,-0.020820189274447842,-0.01197346643675885
2018-05-03,0.0007075170965118562,0.0051295536766601205,0.003082454107245482,0.0015956324529620273,0.0036342677110921436,-0.0021002203509877804,0.0008584789626741032
2018-05-04,0.006181007189689092,0.0013029591614580932,0.006121308961866496,0.005886629790623817,0.0015542910517451819,0.012787539739261167,0.008803470430535398
2018-05-07,-0.001173957886628374,-0.0025738730456909605,-0.0012027968380225634,-0.001752857587803378,-0.0024027603562970334,-0.0024771339608739007,-0.002158741998909153
2018-05-08,-0.001571396001516867,-0.0012203789529039127,-6.640164448098712e-05,0.0007998417175299192,-0.0013800127009826173,-0.006705358432241959,-0.004347048374637441
2018-05-09,0.008414755726055923,0.002402693125626785,0.008005683890710583,0.006739441696067194,0.0035948058389458693,0.00529479950490197,0.0037749906583618652
2018-05-10,0.0019350095800893976,0.0025204386068159567,0.000494978517110199,0.0030811693108323,0.002651274877314134,-0.0038480705903045642,-0.0022220449516273445
2018-05-11,0.0018623087403741856,0.005808604194669134,0.005126630617045111,0.0006928204934714482,0.005328475172421547,0.004555477952428388,0.004385447169343281
2018-05-14,0.0007966700020081932,-0.0031014131557080965,-0.002803564862025066,0.0009651624714765872,-0.0029848494870959807,0.0038376058026943216,0.0005852240807119103
2018-05-15,-0.0038775321969807047,0.0008695116608096302,0.002277755196532836,-0.005215359580574811,-9.163056927605348e-05,-0.003720795403917898,-0.0012554589358880319
2018-05-16,0.001296222143071213,-0.0002857291986446819,-0.001485440242711185,0.0011769163414320257,-3.943516697930757e-05,-0.006391448386564469,-0.0031217888304463813
2018-05-17,-0.0048303330163484755,-0.0019073385932088702,-0.0029545988985008945,-0.00593926233044814,-0.0019672591025901853,-0.009291150559876504,-0.006310237232845495
2018-05-18,-0.006808015983885285,0.0009540315679974504,-0.0007329460831103995,-0.007894579938961368,0.00018333681280604868,-0.004331567775595624,-0.0022559491173721248
2018-05-21,-0.005397531897061736,0.0010365271375986432,-0.0014610463861879713,-0.004099717614899846,0.0003342982162703686,-0.016029878074900417,-0.009570408852988611
2018-05-22,0.006396098112506388,-0.0009038717846172443,-0.00014368542599960297,0.006943022815276571,-0.0006588321259932872,0.010052423657668896,0.005485062195783952
2018-05-23,0.003887420734542158,-0.0007049013977442074,-0.002566804441554362,0.005517010327222438,-0.0009535555026260799,0.007417423527867006,0.0033026508515960886
2018-05-24,0.0024267645240015237,0.0023234984265099374,-0.0012507120384654472,0.0026147974956486353,0.0028331472092265873,-0.01258244606492609,-0.007246067220418672
2018-05-25,-0.00029156204286152616,-0.0014134510567422437,-0.003971102626769698,0.0018566378181729272,-0.001439803536616441,-0.006557806540676503,-0.0052450540385353015
2018-05-28,-0.007244509588437942,0.0009759615300351855,0.00021254767592301412,-0.008831075484781268,-0.0003146909901636007,-0.0031058011130978835,-0.001838003441054847
2018-05-29,0.006226496998824892,-0.0029093834166645984,-0.0013686102574939295,0.007923692675984702,-0.002600147573845121,0.00943902079189285,0.002942721930289193
2018-05-30,-0.00011085960916641371,0.0015726627984135697,-0.0006559033511858524,0.0023265098931702795,0.0010696941161136677,-0.00416586030609456,-0.002664409483950303
2018-05-31,0.0013578677528557348,-0.0011001781194562928,0.0026878130817613462,-0.0008961402037269121,1.9190829210336857e-05,-0.0038735641142170207,-0.0015318005282815904
2018-06-01,0.009776621641831353,0.003628153893848492,0.007957155518011683,0.007693299287780476,0.004901024355282527,0.006423804452970749,0.0046962740519544965
2018-06-04,0.00831364955454761,0.005663299514478772,0.006761213057468121,0.00913854957063168,0.005336724261378899,0.011080553351223932,0.006961785679504872
2018-06-05,0.00068699671423309,-0.0008430444650716673,-0.004059600664433633,-0.000628309336802474,-0.0004971224324210224,0.006926962830857919,0.004441244089148233
2018-06-06,0.0009360265005429302,0.0001155047223166235,-0.0020523272371052834,0.0025529103748336696,-0.0001747742807913581,-0.0023056646958605764,-0.0013628282445022231
2018-06-07,0.004987020685045996,0.003399135995259664,0.005058254675527094,0.00512284612515312,0.0037302543549360724,0.0031200891397242803,0.002525851618778363
2018-06-08,0.00465887951655386,0.0047320420560131625,0.00488932583107043,0.004130895176274511,0.004554154029952485,0.0021383273880302145,0.0007953326245043078
2018-06-11,-0.005122775173099193,-0.0016417777227530513,-0.0008230385324717677,-0.00447672161435335,-0.0016452965599325583,-0.01355800814350605,-0.008948396498770527
2018-06-12,0.010297282161703069,0.004362815411985018,0.0027404819579910406,0.010078454681903791,0.005078257301234266,0.009250776327474952,0.006253312324925186
2018-06-13,-0.00928212302465673,-0.005333425509992559,-0.0050015666956843485,-0.010806307065214037,-0.005414014417093496,-0.005281688392302919,-0.0021974277398513877
2018-06-14,0.003283627514790589,0.0018835401404806197,0.005965818845620534,0.00017169894138022255,0.0023191426566567153,0.0117347290269052,0.008207966147014023
2018-06-15,-0.002723188626417994,0.00048098440417778895,0.0028944752413243287,-0.00489904398761318,-0.0004953726452258727,0.0029744105949807143,0.0036879482621029244
2018-06-18,0.005214814340901397,-0.0009758568720119136,-0.00015944795443034634,0.007114693796644611,-0.0010141071801831201,0.013067683140415731,0.007677726854625088
2018-06-19,-0.002595696397847314,0.0005553498513439924,0.0013784203434845338,-0.00471155627572135,0.0008695400197397442,-0.013590648841060426,-0.00671672195600581
2018-06-20,0.006493261186010679,-0.001491577615729186,0.0010173021484443938,0.004042271703467593,0.00015105621084267242,0.013590820116343716,0.007552299874412327
2018-06-21,0.0028199604417704967,0.0017650671113933697,0.006671984075948916,0.001146098593111474,0.0026224110249240887,0.0024314780724974394,0.002160016498452544
2018-06-22,0.002862896779073754,0.004485190078904506,0.01014514071836351,-8.66174030383633e-06,0.005203491679216977,-0.001704592806792804,0.0012238682478501464
2018-06-25,0.005479327557178061,0.0014057252759895234,0.0016261759930242315,0.005191677296206962,0.0016394309317156678,0.012168024547666967,0.007906648561048345
2018-06-26,-0.0032125112224546176,-0.0005371419002300543,-0.0007131406998811649,-0.003999441633111009,-0.0007890502829167982,-0.009708505083946162,-0.006130112110105901
2018-06-27,-0.0009234364045335843,0.0035942041790554967,0.006280610318482593,-0.0017832045402139804,0.003800108137036234,-0.017401224709971408,-0.008636847586800589
2018-06-28,-0.010106337566499002,-0.0005703685526292749,-0.00032792050838580176,-0.010188334367076973,-0.0016751020974148088,-0.011172842974049968,-0.0054236854585812955
2018-06-29,-0.0008888906051640055,-0.0033165488373205422,-0.00595942101364065,0.0007757064777397828,-0.003547398004185366,0.00012060598026253366,-0.0015910655375543925
2018-07-02,0.011019464378206657,0.0014969266154333811,0.002109658281526493,0.011945532479069725,0.002322716225094609,0.007957041543251497,0.004487351666455152
2018-07-03,0.008228559136370972,0.006529072962582635,0.0013838136858139592,0.009738633581096423,0.006652521741741559,0.011463635536676842,0.008329865239720258
2018-07-04,-0.0036464799722403353,0.000509083121375701,0.0019677131652124868,-0.005741876193277818,0.0008317832081923849,-0.005462547142329299,-0.0014732888933869145
2018-07-05,-0.0013995533568817108,0.0014026188010970127,-0.0012983340929807287,-0.0025675931143088696,0.0012776666754103277,-0.0019019479485499202,0.0001975407759599924
2018-07-06,-0.004908118263752393,-0.003283490369222651,-0.003711221754947673,-0.0008219773110830554,-0.004705209315034379,-0.004470955041297353,-0.004534361976190393
2018-07-09,-0.009414311149097876,-0.001217130766369933,-0.006092016895799889,-0.009640594367138018,-0.0020220087983900906,-0.015131026418954141,-0.007171198637349141
2018-07-10,0.0006937899938047055,-0.0038671159067743127,-0.0026841292142481344,0.000245789595443894,-0.003417900112925288,0.0028123546740832506,-0.0004444110949211044
2018-07-11,-0.007003658599473185,-0.00033596256774689993,-0.00128669185242293,-0.0070520917091974515,-0.0011450788542508854,-0.016364067960260686,-0.007950118661945215
2018-07-12,-0.004983529366464945,-0.0021310492114071343,-0.0008790161893156987,-0.006634126662091126,-0.002287258843283917,-0.0011231390055078672,4.761613757635623e-05
2018-07-13,-0.009737357437761286,-0.00395093682441045,-0.00488133926945486,-0.01239228467056423,-0.004388703777940289,-0.01205036667937509,-0.007069142370591241
2018-07-16,0.018846907533778122,0.005458008461934841,0.008473181132420154,0.017502991030415426,0.0070822031231277515,0.027135258397866124,0.016105322029840118
2018-07-17,-0.010937665622462844,-0.002720517660325234,-0.003272197383985811,-0.00891445283001642,-0.003578464357432273,-0.015605112497651952,-0.008954955519097307
2018-07-18,-0.0077505461758021876,-0.004475979827421873,-0.0056328960490944074,-0.008150987718269585,-0.0046659950032160915,-0.010494852072998495,-0.0070264461088376026
2018-07-19,-0.0030106410151242826,-0.0035362998699304134,-0.001985286715812962,-0.004712721265109002,-0.0036430043095959617,-0.0023421425808947127,-0.0034794311612548422
2018-07-20,0.004075959483897373,0.0016095864030459342,-0.00019214527112278312,0.004756713801773803,0.0015074187212374677,0.007310663934815942,0.00442330920161611
2018-07-23,-0.000529885768538474,-0.0010806002888672605,0.002871216846449759,-0.0023179039849862138,-0.00015865138277054892,-0.008326953509040114,-0.006383234406311921
2018-07-24,-0.0029514630683313728,5.270329493085185e-05,0.0010018781961599087,-0.0044655500576802395,-0.00013999668470639367,-0.0004884550745515304,0.001045798756645211
2018-07-25,0.006087964668089607,0.004134008184508226,0.0022931986985125835,0.006831623639826966,0.004230929467713393,0.004672616582456657,0.0041346885441768235
2018-07-26,0.003045327987680591,0.003163201232313828,0.00245641421912216,0.0037821294384624104,0.0030374307662814487,0.004889973030433259,0.004571637505784087
2018-07-27,-0.0017736960630502674,0.002301425130311242,0.0033721818625035154,-0.003077811712670753,0.0018730403711136664,0.0013075608810602102,0.0023715951248270972
2018-07-30,0.0030123072995474225,0.0011162137408135308,0.0062302582569892006,0.001123987771598292,0.001705495027865395,0.004900790988689785,0.00467873992739376
2018-07-31,0.01637267286552988,0.0031563219314496857,0.007596790624410935,0.015546655222567882,0.004595057181053692,0.022860742102699172,0.012910805534645986
2018-08-01,-0.0007822113879441871,0.005041489180803478,0.0003318551252654951,-0.0007601215232584887,0.0046504761863428124,-0.006236622996687924,-0.002366854014331032
2018-08-02,-0.011815837807656828,-0.0038753628100569584,-0.0035528251260760484,-0.014115968823095194,-0.004251017397710119,-0.022029841707200015,-0.011601946250902849
2018-08-03,0.01567259192208579,0.0004704686649965841,0.010568328802716442,0.013653314883050107,0.0018686957750042711,0.029550175422768055,0.0157171704395052
2018-08-06,-0.003105431912063805,0.002947963589074861,0.0044844518547521245,-0.0026556935202982144,0.0029826475097532537,-0.019003565097890918,-0.009971379214797137
