,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,GLD,VNQ,DBC
2015-01-23,0.020059213244499663,0.009719686232659397,0.007052642345155569,-0.0005304063087666622,0.007737224735889114,0.0100986895634112,-0.0012245426063813847,-0.002683755264053067,0.0017467043106482727,0.0002054838684535376
2015-01-26,0.017035052171691767,0.005551719294385471,0.01101817972204766,0.011498820206485849,0.00680726515764718,-4.5803166420221864e-05,-0.0032069916891184214,0.001057273061044306,0.007707529929621648,-0.013829056959052677
2015-01-27,-0.023602105347422464,-0.0037305304699062347,-0.005407420881966329,-0.0051858448981432215,-0.0032479274406939096,0.006400890833418771,0.0014110056896639023,0.007140630120278768,-0.007769671654595078,0.002380623990713149
2015-01-28,-0.0037621454990043324,-0.00017354710676376062,-0.004972756754395791,-0.004364695739649038,0.0002462372683151859,0.004988484189793141,0.0007099161928099118,0.006799105327953248,-0.008794346680468634,0.011306548868915023
2015-01-29,0.009796297096395179,0.014301979270759935,0.008221134809235808,0.007940274149150106,0.00869099263122819,0.0022292635543910144,0.00042379488636279383,-0.009691034081278138,0.015463236984787576,0.0024511697089564244
2015-01-30,-0.013435884375397888,-0.008907447817515735,-0.00788743534089853,-0.010467147489491624,-0.02305505824562859,0.00938648915855822,0.0038565201657114745,-0.008071325040125976,-0.02691154192821743,-0.010821972230037447
2015-02-02,0.003130821241672077,0.004697148543054697,0.011257824663540639,0.012290516524736006,0.0013682450624008524,-8.644676770130921e-05,-0.0014442902877436214,0.008627952241234027,-0.0025926376297258358,-0.0038111559029323505
2015-02-03,-0.005946670399848419,-0.008259985144260962,0.002798041100014359,-0.004374889435400764,0.0005015920478708136,-0.0021806538565153355,0.0003071342908125274,-0.006869959677419213,-0.009349177440960643,-0.01554900357250455
2015-02-04,-0.010314893687525473,-0.004929518170194047,0.000831210231278412,-0.003846264394095855,-0.016085190892694556,-0.006439444926655047,-0.0015167313707912244,-0.003645435701344013,-0.014633568249342921,-0.0003140701228955267
2015-02-05,-0.009876220271415548,-0.006653134755987833,3.603123187190249e-05,-0.013804186547126007,-0.015578028496437413,-0.002403580377067116,0.00367851632404248,-0.0019741950225252713,0.002123207724344045,0.005362008464334211
2015-02-06,-0.004002996963936023,-0.020604179274782752,-0.014618244837811267,-0.006511969345425195,-0.0046074565293525716,0.0026794209079124,0.0008600122705322288,0.0004928845264882131,-0.018716803810907123,-0.011990023418864237
2015-02-09,0.00979943830417529,0.01934467975796883,0.014619377874308004,0.006395806449885688,0.0052109226495100636,-0.01105722825917732,-0.0036925735004722515,0.00903953814110836,0.02046539487063681,0.0012431266616914627
2015-02-10,-0.009742166707469191,-0.005544052297438151,-0.003351496280920241,-0.009284900398582985,0.0020155608204797115,-0.006442472303665903,-0.004473230690567154,-0.0009446785276303604,-0.004144057073361518,0.005370177229774287
2015-02-11,0.00868889839113729,0.013573252163190164,0.00813030178118157,0.01013090790620752,0.004465780345666914,0.0025437894620095047,-0.0014712195574736464,0.0036658979678880765,-0.004274707632678898,0.007007291607434185
2015-02-12,-0.017762471388178325,-0.01154886489806517,-0.0017018971939318783,-0.003958025612421867,-0.011650457373940992,0.004326349801383023,0.004554176417592926,0.0004357656257991671,-0.021264627857390805,0.008841504467446581
2015-02-13,0.006710431905073033,0.011249627817261576,-0.0007329376428151235,-0.0017996203272586664,0.020249811960156627,0.005105525202678818,-0.00030999813384202657,0.012352354197294968,0.007240892877215854,0.009470133236314071
2015-02-16,-0.008862426545366398,0.0024175092662983566,0.0029968216073175125,-0.0018197972913359672,-0.0157263916011251,-0.00563537944288095,0.0004689982875392129,0.002858213684008959,-0.00856027519885827,0.003444143037499625
2015-02-17,0.017047241347851516,-0.0015187192461808552,0.020206193327753086,0.007721008052240075,0.014902838046422229,-0.006537213465526048,0.0014857500609104513,-0.0057043900543348736,0.005464935707338192,-0.004011105278407534
2015-02-18,0.0005424298323744026,0.0004338770406240311,0.008817693011113237,0.000868248591975318,0.0013029532111563658,-0.0006846481906744861,0.0001963176959229873,0.009037171438800895,0.0013016490971631267,0.016114726381818434
2015-02-19,-0.00598353341729041,0.0002183195687106565,0.008464592126126824,-0.0024475762798433776,0.002791479941107511,-0.0005844113621622515,-0.001427064972251646,-0.003785777042047078,0.008465861758902404,-0.011346971632570813
2015-02-20,-0.011010909044607109,-0.024211468124434532,-0.011455318472877507,-0.01599043058804328,-0.007436620825217566,0.005472241683136758,-0.0007800720872939149,0.00445291763308564,-0.007628080706186813,-0.005958799602085896
2015-02-23,0.013638724019689796,0.02005733257427278,0.013080789773645352,0.0077418784673877195,0.007600310238779606,-0.0053785417018475945,-0.0037784346881596376,-0.007474805554044672,0.00607698989161487,0.0045015880206475956
2015-02-24,-0.013236109758627546,-0.024674992418712183,-0.014981105494537572,-0.015517826126252854,-0.02170739090716689,-0.00014439379201902636,0.0005358500734857774,-0.0008333884892753884,-0.007074888875681418,0.0002779611549286187
2015-02-25,0.012085697215044267,0.00718871438684765,0.005706858295732475,0.004966604493213733,-0.0018721361155229488,0.009442495992890265,0.0012406179717019405,0.003028628085610885,0.0005213825932246507,0.0006053899554889774
2015-02-26,-0.0020529375979039255,-0.008873993317103812,-0.005166209024329738,-0.004707799842982863,-0.013703841556705232,-0.00858775625707453,-0.0022277172236863096,0.008043670305385442,0.0008351943499613768,-0.0010208889030580703
2015-02-27,0.010756285385661979,0.016196352878393494,0.015481130185491798,0.0030979446695631463,0.02402958171689673,-0.0020178634433710707,-0.004440591593399157,0.0021591881734255303,0.017187814607872776,0.009238522233585122
2015-03-02,-0.005837869870980561,-0.004802229991873075,0.004223938523301385,-0.0005345093747509688,-0.005618333604969106,-0.0011289515289706342,0.0006676590767784596,-0.0014782999901588045,-0.0037261932285194144,-0.007786516909200403
2015-03-03,0.0034708680657942192,-0.010013964574923317,-0.00022047444040673714,-0.006174618799774434,0.002311933455652948,-0.0012996423199808094,0.003035899669114883,-0.004145086474472981,-0.0031083667453652986,-0.011056500616138498
2015-03-04,0.015086708550784866,0.0217241945388551,0.012127052173010355,0.009155300826147794,0.023315836235889176,0.0014383160711513021,-0.004678842252077597,-0.004467728789068759,0.018491139808151758,0.006307612101907223
2015-03-05,0.010644666927448254,0.023488887830964922,0.02171771464226846,0.0028550718874384984,0.01534686471020108,0.0009503427993837743,0.0020703933747410197,0.0005219173325550219,-0.004978581322179321,0.011391842962220622
2015-03-06,0.002142648876623854,0.004620392326350142,0.01819673885895745,0.007257498348520297,0.003607570477028199,0.0029961005405851893,0.002550385861487925,0.002596869845649996,0.0009887139113662347,0.0005213815696891722
2015-03-09,-0.02009804172664098,-0.022738168156147043,-0.015855384808461714,-0.008257401150972066,-0.009946577547933821,0.015312811161535045,0.004400067299707766,0.005044373640422428,-0.012967985645191193,0.017568646204372262
2015-03-10,-0.006977544101027022,-0.013642707537541598,0.005094254472584936,-0.0016221068443346143,-0.0011518679355693173,0.008411235369474968,3.5509499563213254e-05,-0.008382935774259415,-0.004415740532672574,-0.013775210840479946
2015-03-11,0.006106400876794815,0.010405075451306978,0.0016831618727173314,0.0021118035995542073,0.007370236788458495,0.011778550257288245,-0.00025241726194435987,-0.0023410969772431622,0.0012246153942276905,0.009235361926819063
2015-03-12,0.006764173737969781,0.0001980751061188002,0.003805630721400277,0.003919839419138649,-0.007530573551429387,-0.0011829541431307433,0.0006732826466802067,-0.002664832680830287,0.007800494551354564,0.003751577912420201
2015-03-13,-0.02309874262930478,-0.02682990104147065,-0.02900880571785802,-0.02596735353056301,-0.033663153461084616,-0.002455221115360895,0.0037723212391176375,-0.0014919534453416983,-0.02238596871444387,-0.008639337242675516
2015-03-16,-0.014494650289829214,-0.012290119675790856,-0.000275093181486441,-0.011906002428968332,0.0033465310060201148,0.0031558209624180655,0.002762685754872596,-0.0022369845248426667,-0.008286304241802323,0.011237813200400737
2015-03-17,-0.006990621231407257,-0.0019191485284981713,0.011971534370365466,0.0004507699486699934,-0.01839178863029922,-0.0009547846723398923,-0.0029528509730150088,0.00026439691350610417,-0.0033418969776030094,-0.005285627440548724
2015-03-18,0.006308126197315245,0.008392164148294912,0.005641791293758525,0.005988900943391773,0.006640181243987797,0.007101105560886278,0.0047114904086418274,-0.001909028522963374,0.010135405752661697,0.008005949139573865
2015-03-19,-0.0017708045221961344,0.0008597651408224216,0.005681469451941368,-0.0103931461615,-0.003498693508378281,-0.0039730033472076265,0.0003420626915973113,-0.00326339790990382,-0.01472821436756222,-0.0007948556665983153
2015-03-20,-0.0007251639465802873,0.014756849458659849,0.014111060894464789,-0.0022760601389623103,0.0054944395680869285,0.0013115494987787635,-0.0032741111897339747,0.019045410884038105,0.01513188182306946,0.010437766324893571
2015-03-23,-0.011215704368979895,-0.006018456465456845,-0.010969117639883064,-0.010682159272553782,-0.018114358938583375,0.0033660689575250036,-0.0017874891112057423,-0.007651020748482895,0.0007730260680247625,-0.017885697848944893
2015-03-24,0.004698193895524616,0.01398547514014381,0.004269224254324744,0.0072290277503530564,0.004773399097672382,0.0020227440932376606,0.0029070840278759835,-0.005845167501181914,-0.0035103925365140842,0.006095690472455839
2015-03-25,-0.01571315960762898,-0.032757625964525694,-0.02092868640785761,-0.024043196698985025,-0.020917691368684266,0.006183381158356482,0.003249010845624456,-0.009482172670228328,-0.01247792809946724,-0.004554243579599437
2015-03-26,-0.013128322372756962,-0.02167485749610787,-0.016988117349639564,-0.008518614732828889,0.008767445087056736,-0.003905490447300042,-0.0024537017579385756,-0.007325591484930727,-0.008453248704237692,-0.014619188030782326
2015-03-27,0.023561922442753458,0.029237881389512665,0.026744355203013548,0.019947870603773676,0.021258035586437796,-0.006788391638444691,-0.004221616884628965,0.0014058560825855881,0.029421269119034532,0.0031822743451019875
2015-03-30,0.0364571053852254,0.04577098594007456,0.05151379567486947,0.02500105046430523,0.039089783727241256,-0.005984630104761357,-0.004474145577434863,0.005840296371945941,0.03241362230274292,0.00674184557058588
2015-03-31,0.015169805970796757,0.028591399411757923,0.01785162701564591,0.01720803178128749,0.0066002586839786215,-0.012716501640047784,-0.0019735769420683447,-0.0005705863805585132,0.030078887175906344,0.0014156583089670605
2015-04-01,0.0049066966821433855,0.014244783116615478,0.011458303496017619,-0.0031983704064640905,0.011679098620167805,-0.009220281514336959,-0.002957702531003692,-0.0025043433461240383,-0.00545489605660332,0.006360413708510038
2015-04-02,-0.0022059441223049037,-0.018945549776648973,0.0011419579220650622,-0.005152005763042644,-0.0002606461758672962,0.0037873060220046106,0.00021976776061305436,0.0010692487258241457,0.00011558753891760531,-0.0028902872391366463
2015-04-03,-0.0014925900595166297,0.014114512193250217,0.004618430910842575,0.012137170998247848,0.0069355190303876935,-0.0019544131570093937,0.004326843197935304,0.0025905571835607155,-0.007950757942928766,-0.01100633506989901
2015-04-06,0.0014167490761463064,0.0030607448127657477,0.002005995155476059,0.008114264022017759,0.0017890481848001905,0.004219914147113535,0.0021691755973156646,-0.006195490417299387,-0.0035190651102207093,-0.002186806988533574
2015-04-07,-0.00101973885953488,-0.01206417757745204,0.011610112273362727,0.0049532016583087035,0.013251272831000804,0.008942484785004146,0.006933125576121357,0.014962018596160753,0.012237278291729048,0.008510793680665651
2015-04-08,-0.0041601198713879795,-0.003995414722330115,-0.004292093598721847,0.0007340940288882436,-0.0039617812659955565,-0.004860378919678943,-0.0016769153337781173,0.00462099129542537,1.2667575254754482e-05,0.0014085840770814428
2015-04-09,0.0006885872154744899,0.009118220629315221,0.01187091287048525,-0.004037705654318047,0.0007811188499737831,-0.0027255501322055453,-0.005009269604292155,0.006434922901463969,0.014431166013177066,0.0015769525739162127
2015-04-10,-0.010973267995626923,-0.011342506861153123,-0.001847227779801952,-0.014346508624623944,-0.014760352872308036,0.004714695586369944,0.0008352253797458964,0.0025137148765572714,-0.004823735688372133,-0.010468696307146419
2015-04-13,0.0038429784349787166,0.0030160812843511575,-0.005432494333841964,-0.0042909561680660735,0.00274664899267818,0.0019019545156517825,-0.0011119339096689052,0.00091120778506526,0.000391932248126281,-0.004175655340061257
2015-04-14,0.027182795517983305,0.024410424563265032,0.011212568164503,0.02705651822399191,0.018120502467551924,-0.02297560199214077,-0.0056838870134600095,-0.005757489079345368,0.013124217457098242,-0.0019655458828153893
2015-04-15,0.009195550586279078,-0.005482763649417244,0.015340044076832315,-0.0004671099878156282,-0.009908950983620435,0.002141474944822308,-0.0034392921869956794,-0.0070126436430513195,-0.0034235277410615828,-0.0029887136178471385
2015-04-16,0.01381019003722428,0.023526790875790127,0.02306085641868072,0.021039639484485617,0.02257456032930727,-0.016141950685614748,-0.007307151837881776,0.01453996828033488,0.014935941843436717,0.012920295462639286
2015-04-17,0.0021776092532379554,-0.010339982367203016,0.005743163334650525,0.0016094118969975924,-0.008400536504852396,-0.0036172572848433004,-0.0015935892539383767,0.006731791656442443,-0.01598838779076417,-0.004535611786859128
2015-04-20,0.0036787136884297578,0.011313810699680182,0.002164213039276941,0.008114821389729077,0.010532846071963808,0.005705587499225118,0.004493836586475286,0.007336054177817575,0.0033921694738405783,0.010926920514060967
2015-04-21,0.020233384836253476,0.03270469337400095,0.024584434017778323,0.016487034839410164,0.012992763906081839,0.004380576270291092,-0.00013606527379628197,0.0028264163196514147,0.01687215099689121,0.008561202596837791
2015-04-22,-0.002105400708756533,-0.006225926403099158,-0.005927363160669774,-0.004531222985129313,0.00020366801120674793,-0.005891531431595154,0.0002330630427711533,-0.007223275337277957,-0.0007156943597833587,0.00431519816097925
2015-04-23,0.0007045838997203901,0.006580547329871234,0.010797746896134885,-0.006155399107858339,0.005684988088675347,-0.008581444360095225,-0.0011150015403598168,0.0037196270036818913,0.007811535668253988,0.008387601545041035
2015-04-24,0.017039706255737253,0.017812095845828102,0.016841033862494914,0.021898372242913355,0.0273687572121597,0.005464304138090625,-0.0013213348613224651,-0.00559772890153698,0.01569637487298281,0.006606259456334973
2015-04-27,-0.007788998040268114,-0.01723594746657764,-0.018964311038540127,-0.011912492158378307,-0.0066238641771362294,0.0036147620610014197,-8.54360530737619e-05,0.004737797774193586,-0.0013432605617016424,0.00937789216977758
2015-04-28,-0.005189881134980423,-0.005466601427390305,-0.010050664072828064,-0.01570353158099458,0.002287196377906753,-0.0004911831424022628,-0.0028807735994149652,-0.0026491800356009954,-0.011434476406564253,-0.003086659367194766
2015-04-29,-0.004579793267275978,-0.0113067042872258,-0.023033440678604578,-0.002365951194204685,0.01560289737057663,0.009222426915633575,0.0027601680471438517,0.008266113264884467,-0.009338321346195388,0.010033164155858199
2015-04-30,-0.02259094720342103,-0.025371807978383343,-0.034930748080618246,-0.017825980734329283,-0.022025506804534745,0.014986122783577471,0.0018666677119796304,-0.004932996294885528,-0.014626967526053303,-0.00046726331916480124
2015-05-01,0.020136596915121263,0.03019557115561744,0.025627295151382956,0.018830009327943875,0.026719638229287357,-0.015522428241834918,-0.006803264064304648,-0.0006646590020928933,0.020132094591891248,0.003102802097616486
2015-05-04,-0.014217261633485578,-0.014088155533668822,-0.01648753429043659,-0.007842378139697903,-0.019999132050609325,0.005475662397748771,0.009414428681507214,0.0017174232800696299,-0.006524304800345049,-0.004284479352561599
2015-05-05,-0.0070331864192092475,-0.014703655250054237,-0.013689479777771574,-0.008940530051359974,0.004710110796298572,0.008120535919001748,0.003005063336588343,0.0008044006346212829,0.003645705475233685,0.001985346253840836
2015-05-06,0.0027424856993238933,0.01214624006370335,0.00634426915639974,-0.0033112259783147913,-0.004336227089759337,-1.5685179622693113e-05,-0.0014054245027904644,0.004483516788873931,0.015805753723470817,-0.010449924152168943
2015-05-07,0.007257346215755245,0.007835348812530896,-0.007282344119939332,-0.0019814136812743577,-0.00020121566455888473,-0.00026665223607513777,-0.0003756190505875834,0.0071572372192934,-0.0022065372361959046,0.006242026241220611
2015-05-08,-0.0012550360054562892,0.0076791251243544245,0.002987735772536082,0.002460511465448567,0.0016446653432060643,0.0018231326030866413,-0.0007413857755277364,-0.006689564910478452,0.005712003533751009,-0.008255280416614386
2015-05-11,0.002235302291879737,0.0013709883727215377,0.0016552385220225396,-0.009447050097912135,0.007087051463502636,0.006933149994557741,0.0026330530464619972,0.004189951858068364,-0.005138617793200906,-0.002082513280648235
2015-05-12,0.009619479421068444,0.006214074320616714,0.008420285421603335,0.00893383788733737,0.00035832311168126907,0.005092125635835165,0.005622659332672919,-0.001301788427369388,0.021961096277615333,0.008987317020545005
2015-05-13,-0.0015008313428517273,-0.007107237939598332,-0.0016254835868760864,0.005425313621746142,-0.0057231385838782955,-0.010006537945228211,-0.007703598701004233,0.0024663513302993767,0.006576486679336524,0.01911028929731584
2015-05-14,-0.0017938805684223347,-0.006630482933979609,0.0183155438234055,0.00411893764331972,0.0034003726127989076,-0.0004923713699335197,0.00010292983538229272,-0.0007508746451909687,0.0003427869400915995,-0.006504194054357426
2015-05-15,-0.014915178839440713,-0.019808495518751634,-0.02371465541718476,-0.009615206640124607,-0.017593549191889712,0.0061443812300023826,-0.0009551217526835298,0.002890837675438851,-0.00523941631051883,-0.002108115850008252
2015-05-18,0.0006294184173822881,0.010019326619875812,0.004233704013693496,0.006483347098023451,-0.009789429987709264,-0.004040411890421702,-0.0011152439566888273,-0.00873602746784885,-0.006685557638476891,-0.01165286397341625
2015-05-19,-0.005339702102932109,0.002467395135706596,0.00019012247424510242,-0.018054119916918077,-0.004143708853694528,0.00761733243546292,0.005098815927744749,0.00784671494952871,-0.010222758903385754,0.009466065710356242
2015-05-20,0.00453119133994373,0.007096279248177906,0.0029212880485796067,0.016276232198574547,0.0076219436699238585,-0.01054430645397364,2.1765644640181492e-05,0.005214911639081166,0.007665495948268042,0.007318205021114688
2015-05-21,-0.0009063474298505181,-0.0022680487163443397,-0.012580413636654186,0.001139474920033079,0.0006971204257104624,0.0007286547593050585,-0.0022216020875910347,0.0020681738987846643,0.0016071121842191616,0.0052959290383680635
2015-05-22,0.008686624398762444,0.006651463494663279,0.0023182488442234916,0.012063270659789183,0.009046428948572771,-0.004426619783079899,-0.0007058268106677756,0.004876462273895932,0.017992854236704492,0.002467404596744105
2015-05-25,-0.021336680885832293,-0.028974462925057343,-0.018892041026280504,-0.024750198075042973,-0.01804098202391946,-0.0014218739198472718,0.0020542685517601633,-0.017342373976193204,-0.022097122579386785,-0.021292574537071896
2015-05-26,-0.016806824859672886,-0.004346140220208183,-0.010626563230548003,-0.015616873684097143,-0.012384335756774667,0.009396943574284444,0.00242428014595486,-0.004013865200969469,0.002562403665757662,-0.0010876237755890195
2015-05-27,0.014039687054303807,0.01619405974991661,0.011476322438168207,0.019368038273327892,0.00796128524941242,0.005862350879079825,0.003149530519711341,0.001672193270046085,0.005529105019603797,-0.002916402257773565
2015-05-28,0.002012162403863371,0.002898622648775051,0.0075434097603162,-0.004343863098163703,0.007007063498452704,-0.0047209685230023,-0.0022870335410954956,-0.0012970393036130234,-0.00022207893557091296,-0.00039459121957508003
2015-05-29,-0.013320540854121155,-0.00857359906969668,-0.015505859436551583,-0.008494070575099877,-0.011381524184708725,0.0021626553484068722,-0.0019440920384506954,0.002792186866534152,-0.006649316211695955,-0.002074264708346263
2015-06-01,-0.010960444544035997,-0.014183367979140327,-0.017580791078436464,-0.01033831949127606,-0.01763229850945347,0.00015691636047265867,0.005448932862278433,-0.012664963814388974,-0.01516821293178261,-0.005818670248488922
2015-06-02,-0.006687805744965303,0.003963223684457118,-0.010943451849897978,0.004526645836839593,-0.010357184984160828,-0.012233672385189465,-0.0032139307942326,-0.0062716199398317185,0.006244482672763008,0.004405756530949656
2015-06-03,-1.8833101058435275e-05,-0.01150092969350458,-0.0041117466373410405,0.0008522626389364518,-0.006078696351581758,0.0024029672241876465,-0.005329891192694003,-0.0033323988622931955,-0.005894319801821424,-0.011417364671004182
2015-06-04,-0.00201204085604334,0.0035267953306099553,-0.0003788469505577874,-9.09761651457508e-07,0.0011862498544148448,0.0010181853552313491,-0.0007965581206839101,0.0005639707498479307,-0.01017910846708081,-0.00019049148162930685
2015-06-05,-0.0131544322164594,-0.0013170765231815817,0.002474863315213627,-0.007133447599500853,-0.015590828012305158,-0.001640917942348441,-0.005560071076554096,-0.0006929116060929719,-0.0006343872162402064,0.018744530832157436
2015-06-08,0.012707218711621282,0.011892888588068251,0.005563930576231169,0.013840694114704233,0.0035197921563170365,0.0026569420755231388,0.0013993583659510644,-0.004382294399710496,0.011705726262574156,-0.01124136608981463
2015-06-09,0.018057419088852056,0.026399780886849245,0.02223653469920195,0.02133576513034452,0.00952008778647917,0.007624044352382731,0.0013833035419150708,0.003175529467891236,0.004674749498856601,0.006157456602259304
2015-06-10,0.009429646040496564,0.017470292877914906,0.004689447405243907,0.000550413739459632,0.017162750187500242,-0.005191334309654239,-0.0026556217831386064,0.007856724817187022,0.014742464021199941,-0.0010487205206809458
2015-06-11,-0.00012045720655651238,0.011806380708721864,0.0016415987360374196,0.00932977559541559,-0.012152617026066181,-0.007084156277846421,-0.0034226779867060353,-0.007763880297073422,0.009491690352575244,0.0005363364590500463
2015-06-12,-0.011883820341955897,-0.020704631034552667,-0.003047594444275492,-0.023074226930592467,-0.011787883452332948,0.0025908610404972165,0.001790406725318494,0.005853080669335986,0.0003865335288657512,0.0005205989238716846
2015-06-15,0.010152473076728397,0.024478845469973143,0.011791703280748855,0.016336038216983262,0.016986010036713184,-0.004895323240390104,-0.003026075152246399,-0.0002940818490292374,0.013657273802260672,0.006278177441933153
2015-06-16,-0.011469116848340288,-0.0032690507889221454,-0.012363840699738837,-0.005171607346153628,-0.0005313591757001301,-0.007800883916225132,0.0010708511020547373,0.004527236963872916,-0.012844964688534133,0.008239280062129817
2015-06-17,0.018260531260605672,0.011815997707685932,0.00861903937484687,0.013859392326458275,0.007820525991370397,0.0001406379240889155,-0.0025274648291974122,0.008675286607425559,0.015095742397088774,0.004662027800111712
2015-06-18,0.0008301968084674094,-0.0012085808368049733,-0.008534043923936196,0.004723184465815544,0.004868269602408937,0.0041247990034383175,0.004360685336228798,0.001039748682255759,0.005987012486849963,0.0009162226071837143
2015-06-19,-0.004012504556202834,-0.006974979061976527,-0.009804893599820508,-0.0012218370053759253,0.005987593685595094,0.00011155769352488853,0.0007086971757395144,-0.0027663141067448827,-0.005349594129349433,-0.007840319140605345
2015-06-22,-0.013947433609013182,-0.02220260137316654,-0.004997204092038743,-0.004047545140330011,-0.007690568885296067,0.0045425023001264275,0.0022918204230328865,0.0031490014826605073,-0.007017873192102564,0.0015746182678271214
2015-06-23,0.0006843883976523912,0.0006046867264524192,-0.013473825665447081,-0.0032121489092351574,-0.01879958708654672,0.003780113923183448,0.0014084518075261343,0.002436525831820857,-0.0003026099256056014,-0.005196547643408267
2015-06-24,-0.025375303864149767,-0.01091190557861288,-0.02049305102194543,-0.014059902139286762,-0.012428830467852592,-0.002115952967316148,0.005088483287793988,-0.0063148645282705695,-0.006077158278886885,-0.015438751586013488
2015-06-25,0.014716123923691926,0.006945112728712122,0.01640291112419523,0.023517904340924156,0.015733092365827872,-5.582173525409129e-05,-0.000931603057712671,-0.0013152828345495138,0.007746579603479686,-0.011680173522415904
2015-06-26,-0.03210170589279937,-0.04300343327827583,-0.037199191986702296,-0.03051832587869452,-0.026078936296706767,0.006896334823306427,0.004705204158340859,0.00789581567087616,-0.015025670976855254,0.012025501341905942
2015-06-29,-0.008805879940423478,-0.002747193218314292,-0.0058783899383837435,-0.023310305821516497,-0.02127180273647311,-0.004112115670237282,0.0009436120103123447,-0.013673632723195439,-0.005273881222183641,0.0015040846884177839
2015-06-30,-0.0036901895836258802,0.0015332569381529826,-0.00467139652770221,-0.0003538863151701932,9.92879250538703e-05,-0.0060180030423260256,0.0013370081692283264,0.0035739784074475534,0.003450460454174298,0.0021896282896733954
2015-07-01,0.004921354503645947,0.015278912308966497,0.014839431837642358,0.00460490926728796,0.0018781605398561219,0.00013962679414514234,0.0017978320806271153,0.004413826261846943,0.016498766305353962,0.014073522300363628
2015-07-02,-0.008989717181713819,-0.01215030027351649,-0.015352872315101851,-0.008944270385696451,-0.01616279907754381,0.0007193325351266822,-0.0020733718818339852,0.005867357233206638,-0.009947885556164882,0.004354871917485292
2015-07-03,0.01696829227340224,0.015654478525761073,0.015439920585705202,0.00930760059144542,0.015269132655396866,-0.005041166372677486,-0.004455597625022678,0.007529188141165655,0.016147652941459034,0.008384323253056492
2015-07-06,-0.001615425206460408,0.0011028604923146723,-0.0007329848054451471,0.006526061697453178,-0.0016468046038379258,0.0026133632456086797,0.0023683513025931635,0.006095735799729773,-0.00039379758668955933,-0.0038277769252661464
